AcctNo,Loan Type,Customer Type,Age,Source Code,Total Income,Term,Balance,Net Due,Security Code,Bal after Ref,Net Due Renewed,FICO,BNI,CR Limit,Agg Net Bal,Date Opened,PI Constant,Debt Ratio,After Debt Ratio,Housing Type,Collateral Description
1176,Consumer,New,42,Customer Referral,$815.53,9,$744.27,$531.29,Personal Property,$0.00,$531.29,0,295,$500.00,$684.83,5/1/2017,$95.00,0,11.65,LIVE WITH PARENTS,",PP"
1177,Consumer,Present,48,Branch Generated,$961.28,12,"$1,024.09",$513.90,Personal Property,$261.22,$775.12,540,94,$500.00,$930.17,5/2/2017,$100.00,69.28,70.43,BUY HOME,",PP"
1178,Consumer,Present,32,Branch Generated,"$1,365.00",12,$646.96,$241.81,Personal Property,$303.99,$545.80,587,320,"$1,000.00",$539.01,5/2/2017,$65.00,4.76,4.76,RENT MH / LOT,",PP"
1179,Consumer,Present,24,Branch Generated,"$1,305.33",15,"$1,185.00",$229.52,Part Sec PRI PP,$793.67,"$1,023.19",0,321,$500.00,"$1,068.19",5/2/2017,$95.00,36.93,36.77,,",PART SEC PRI PP"
1180,Consumer,Present,65,Branch Generated,"$2,090.00",15,"$1,385.00",$275.56,Personal Property,$860.54,"$1,136.10",533,195,$500.00,"$1,289.10",5/3/2017,$110.00,20.38,20.33,OWN HOME,",PP"
1181,Consumer,Present,38,Branch Letter,"$1,440.00",12,$915.00,$398.08,Motor Vehicle,$185.71,$583.79,511,182,$500.00,$733.05,5/3/2017,$90.00,3.75,6.6,LIVE WITH PARENTS,"2001 VOLKSWAGEN VIN: 3VWCC21C91M404922 ,MV"
1182,Consumer,Present,68,Branch Generated,"$3,439.67",18,"$1,625.87","$1,052.07",Personal Property,$211.44,"$1,263.51",648,149,"$2,000.00","$1,335.81",5/3/2017,$110.00,13.34,14.39,LIVE WITH PARENTS,",PP"
1184,Consumer,New,53,Customer Referral,"$2,166.67",12,$751.36,$531.48,Personal Property,$0.00,$531.48,0,310,$500.00,$685.58,5/3/2017,$75.00,0,3.46,RENT HOME,",PP"
1185,Consumer,Present,69,Branch Generated,$735.00,15,$656.84,$505.43,Personal Property,$79.33,$584.76,615,318,"$1,000.00",$629.76,5/3/2017,$55.00,5.58,7.48,LIVE WITH PARENTS,",PP"
1187,Consumer,New,52,Walk In,"$2,434.90",9,$703.82,$520.34,Personal Property,$0.00,$520.34,635,215,$500.00,$673.34,5/4/2017,$90.00,0,3.7,,",PP"
1188,Consumer,Present,54,Branch Generated,"$2,639.50",12,"$1,133.18",$333.49,Personal Property,$690.84,"$1,024.33",603,155,"$1,000.00","$1,069.33",5/5/2017,$110.00,46.83,46.79,OWN HOME,",PP"
1189,Consumer,Former,45,Branch Generated,"$1,230.67",9,$744.27,$531.29,Personal Property,$0.00,$531.29,575,315,"$1,000.00",$684.83,5/4/2017,$95.00,20.72,28.44,RENT HOME,",PP"
1190,Consumer,New,62,Yellow Pages,$735.00,12,"$1,187.73","$1,075.85",Personal Property,$0.00,"$1,075.85",689,438,"$2,000.00","$1,120.85",5/4/2017,$115.00,54.42,70.07,RENT APT,",PP"
1191,Consumer,Present,65,Branch Generated,"$1,062.00",21,"$2,152.55","$1,001.35",Part Sec PRI PP,$971.54,"$1,972.89",677,300,"$4,000.00","$2,017.89",5/5/2017,$136.00,44.35,46.7,RENT HOME,",PART SEC PRI PP"
1192,Consumer,Present,35,Branch Generated,"$1,150.00",15,"$1,318.33",$530.02,Personal Property,$650.67,"$1,180.69",555,276,"$1,500.00","$1,225.69",5/5/2017,$105.00,54.7,55.39,RENT HOME,",PP"
1193,Consumer,New,45,Customer Referral,"$2,166.67",15,"$1,051.67",$783.10,Personal Property,$0.00,$783.10,648,244,"$2,000.00",$936.10,5/8/2017,$85.00,21.6,25.52,OTHER,",PP"
1194,Consumer,Present,33,Branch Generated,"$1,854.67",15,"$1,358.33",$509.03,Personal Property,$539.50,"$1,048.53",567,126,$500.00,"$1,201.53",5/5/2017,$108.00,20.22,20.81,RENT MH / LAND,",PP"
1195,Consumer,Present,49,Branch Generated,$998.00,15,"$1,185.00",$457.55,Personal Property,$493.67,$951.22,656,373,"$2,500.00","$1,104.22",5/8/2017,$95.00,50.3,51.1,RENT HOME,",PP"
1196,Consumer,New,33,Customer Referral,"$2,758.43",21,"$2,298.21","$1,862.05",Part Sec PRI PP,$0.00,"$1,862.05",650,331,"$3,000.00","$2,015.05",5/8/2017,$145.00,3.63,8.88,LIVE WITH PARENTS,",PART SEC PRI PP"
1197,Consumer,Present,78,Branch Generated,"$1,203.00",15,"$1,318.33",$314.80,Personal Property,$771.00,"$1,085.80",0,0,$500.00,"$1,238.80",5/8/2017,$105.00,28.76,29.43,OWN HOME,",PP"
1198,Consumer,Present,52,Branch Generated,$735.00,15,"$1,251.67",$120.73,Personal Property,$999.23,"$1,119.96",598,164,"$1,000.00","$1,164.96",5/8/2017,$100.00,97.14,95.65,RENT HOME,",PP"
1199,Consumer,Present,56,Branch Generated,"$2,408.38",15,"$1,118.33",$513.25,Personal Property,$434.77,$948.02,514,169,$500.00,$918.16,5/8/2017,$90.00,14.99,14.12,BUY HOME,",PP"
1200,Consumer,New,29,Customer Referral,"$1,735.18",9,$744.27,$531.32,Personal Property,$0.00,$531.32,597,192,"$1,500.00",$684.32,5/8/2017,$95.00,21.5,26.97,RENT APT,",PP"
1201,Consumer,New,75,Customer Referral,"$1,499.00",12,$805.91,$617.43,Personal Property,$0.00,$617.43,609,163,"$2,000.00",$770.43,5/8/2017,$80.00,41.29,46.63,OWN HOME,",PP"
1202,Consumer,New,42,Customer Referral,"$2,340.00",21,"$2,460.06","$1,961.73",Personal Property,$0.00,"$1,961.73",659,267,"$2,500.00","$2,114.73",5/8/2017,$155.00,53.8,55.68,,",PP"
1203,Consumer,Present,64,Branch Generated,"$3,007.00",12,"$1,242.27",$509.16,Personal Property,$612.33,"$1,121.49",623,201,"$1,500.00","$1,166.49",5/8/2017,$120.00,60.69,60.46,,",PP"
1204,Consumer,Present,70,Branch Generated,"$2,050.99",15,$985.00,$402.82,Personal Property,$474.22,$877.04,551,278,$500.00,$922.04,5/8/2017,$80.00,30.91,30.47,RENT APT,",PP"
1205,Consumer,Present,33,Branch Generated,$910.00,18,"$1,704.13",$514.87,Personal Property,$923.85,"$1,438.72",552,266,"$1,000.00","$1,483.72",5/8/2017,$115.00,38.46,38.9,OWN HOME,",PP"
1206,Consumer,New,28,Internet,"$2,816.67",21,"$2,298.21","$1,852.14",Part Sec PRI PP,$0.00,"$1,852.14",629,108,"$2,000.00","$2,005.14",5/8/2017,$145.00,47.64,51.91,BUY HOME,",PART SEC PRI PP"
1207,Consumer,Present,61,Branch Generated,"$2,600.00",18,"$1,704.13","$1,228.51",Personal Property,$111.00,"$1,339.51",696,328,"$4,000.00","$1,492.51",5/9/2017,$115.00,47.81,47.96,RENT HOME,",PP"
1208,Consumer,Present,64,Branch Generated,"$1,520.83",12,$751.36,$594.91,Personal Property,$74.00,$668.91,550,258,"$1,000.00",$713.91,5/9/2017,$75.00,34.39,34.45,RENT HOME,",PP"
1209,Consumer,Present,30,Branch Generated,"$2,600.00",12,$805.91,$398.06,Personal Property,$330.50,$728.56,526,178,$500.00,$773.56,5/10/2017,$80.00,14.96,14.31,RENT HOME,",PP"
1210,Consumer,Present,66,Branch Generated,"$5,729.66",12,"$1,078.64",$745.56,Personal Property,$223.50,$969.06,589,141,"$2,000.00","$1,014.06",5/9/2017,$105.00,21.15,21.47,OWN HOME,",PP"
1211,Consumer,Present,61,Branch Generated,"$2,816.67",15,"$1,078.33",$87.75,Personal Property,$753.50,$841.25,493,159,"$1,500.00",$958.25,5/12/2017,$87.00,64.86,64.51,RENT HOME,",PP"
1212,Consumer,Former,64,Branch Generated,"$2,218.00",12,"$1,187.73","$1,069.09",Personal Property,$0.00,"$1,069.09",578,251,"$1,500.00","$1,114.09",5/9/2017,$115.00,38.37,43.55,BUY HOME,",PP"
1213,Consumer,Former,63,Branch Generated,$774.00,9,$582.47,$517.66,Personal Property,$0.00,$517.66,571,310,"$1,500.00",$562.66,5/9/2017,$75.00,12.4,22.09,RENT APT,",PP"
1214,Premier-IB,New,29,Customer Referral,"$2,426.67",36,"$3,786.34","$3,176.95",Part Sec PRI PP,$0.00,"$3,176.95",674,301,"$5,000.00","$3,221.95",5/9/2017,$140.00,35.48,41.25,LIVE WITH PARENTS,",PART SEC PRI PP"
1215,Consumer,Former,82,Branch Generated,"$3,793.00",15,"$1,451.67","$1,316.56",Personal Property,$0.00,"$1,316.56",628,108,"$2,000.00","$1,361.56",5/10/2017,$115.00,42.89,43,BUY HOME,",PP"
1216,Consumer,New,67,Yellow Pages,$822.00,9,$582.47,$517.66,Personal Property,$0.00,$517.66,693,176,"$3,000.00",$562.66,5/10/2017,$75.00,44.77,53.89,OWN HOME,",PP"
1217,Consumer,Present,52,Branch Generated,"$1,529.73",12,$860.46,$375.77,Personal Property,$249.49,$625.26,583,181,"$1,000.00",$778.26,5/10/2017,$85.00,52.1,53.41,,",PP"
1218,Consumer,New,56,Customer Referral,$755.00,12,$699.13,$513.03,Personal Property,$0.00,$513.03,0,284,$500.00,"$1,572.43",5/10/2017,$70.00,0,9.27,LIVE WITH PARENTS,",PP"
1219,Consumer,Present,29,Branch Generated,"$1,861.19",18,"$1,547.61",$810.79,Personal Property,$395.22,"$1,206.01",622,309,"$2,500.00","$1,359.01",5/10/2017,$105.00,19.66,20.52,RENT APT,",PP"
1220,Consumer,Present,64,Branch Generated,$760.00,12,"$1,024.09",$555.02,Personal Property,$256.00,$811.02,622,286,"$1,500.00",$964.02,5/12/2017,$100.00,38.03,38.42,OWN HOME,",PP"
1221,Consumer,New,61,Customer Referral,"$1,114.00",12,$699.13,$513.03,Personal Property,$0.00,$513.03,0,324,$500.00,$666.03,5/11/2017,$70.00,6.64,8.53,OWN HOME,",PP"
1222,Consumer,New,51,Yellow Pages,"$1,901.00",12,$594.78,$500.13,Personal Property,$0.00,$500.13,534,274,"$1,000.00",$545.13,5/12/2017,$60.00,25.25,28.41,RENT HOME,",PP"
1223,Consumer,Present,77,Branch Generated,$971.00,18,"$1,391.09",$930.95,Personal Property,$222.00,"$1,152.95",621,146,"$2,000.00","$1,305.95",5/19/2017,$95.00,54.17,52.52,OWN HOME,",PP"
1224,Consumer,Present,54,Branch Generated,"$2,881.67",15,"$1,918.33","$1,050.88",Personal Property,$484.23,"$1,535.11",647,218,"$3,000.00","$1,688.11",5/11/2017,$150.00,5.34,6.98,OWN HOME,",PP"
1225,Consumer,Present,36,Branch Generated,"$2,067.54",15,"$1,451.67",$513.13,Personal Property,$616.50,"$1,129.63",575,220,"$1,500.00","$1,282.63",5/11/2017,$115.00,43.82,44.69,RENT HOME,",PP"
1226,Consumer,Present,53,Branch Generated,$850.00,15,"$1,385.00",$685.76,Personal Property,$385.39,"$1,071.15",602,227,"$1,000.00","$1,231.94",5/11/2017,$110.00,28.94,28.82,RENT HOME,",PP"
1227,Consumer,Present,66,Branch Generated,$755.00,18,"$1,625.87",$580.72,Personal Property,$777.23,"$1,357.95",0,321,"$1,000.00","$1,510.95",5/11/2017,$110.00,14.7,14.57,RENT HOME,",PP"
1228,Consumer,Present,42,Branch Generated,"$1,531.92",15,"$1,385.00",$537.78,Personal Property,$539.50,"$1,077.28",583,316,"$1,500.00","$1,230.28",5/11/2017,$110.00,17.56,18.41,RENT HOME,",PP"
1229,Consumer,Present,24,Branch Generated,"$2,693.77",15,$851.67,$157.93,Personal Property,$451.67,$609.60,620,252,"$2,000.00",$762.60,5/12/2017,$70.00,39.13,41.73,RENT HOME,",PP"
1230,Consumer,Present,45,Branch Generated,"$2,298.83",18,"$1,704.13",$525.87,Personal Property,$912.85,"$1,438.72",516,229,"$1,500.00","$1,483.72",5/12/2017,$115.00,31.97,36.98,RENT HOME,",PP"
1231,Consumer,New,35,Customer Referral,"$1,152.77",12,$594.78,$500.13,Personal Property,$0.00,$500.13,598,171,$500.00,$545.13,5/15/2017,$60.00,25.24,30.45,,",PP"
1232,Consumer,Present,38,Branch Generated,"$2,129.83",12,$969.55,$422.44,Personal Property,$406.67,$829.11,472,214,$500.00,$874.11,5/15/2017,$95.00,34.89,35.26,LIVE WITH PARENTS,",PP"
1233,Consumer,Present,72,Branch Generated,"$6,212.86",15,"$1,251.67",$712.27,Personal Property,$424.50,"$1,136.77",580,113,"$1,000.00","$1,181.77",5/15/2017,$100.00,19.17,20.78,,",PP"
1234,Consumer,Present,62,Counter Solicitation,"$3,878.33",15,"$1,651.67",$989.67,Personal Property,$425.54,"$1,415.21",502,250,"$1,000.00","$1,460.21",5/15/2017,$130.00,5.41,8.77,,",PP"
1236,Consumer,Present,77,Branch Generated,"$2,382.37",12,$860.46,$675.96,Personal Property,$99.92,$775.88,778,365,"$5,000.00",$820.88,5/16/2017,$85.00,69.55,73.12,BUY HOME,",PP"
1238,Consumer,Former,49,Branch Generated,"$1,336.10",18,"$1,860.65","$1,021.51",Personal Property,$450.92,"$1,472.43",607,224,"$1,500.00","$1,625.43",5/16/2017,$125.00,58.15,59.2,RENT HOME,",PP"
1239,Consumer,New,60,Finance Company Referral,"$1,379.52",6,$429.77,$364.94,Personal Property,$0.00,$364.94,539,316,$500.00,$409.27,5/17/2017,$80.00,0,5.8,OWN HOME,",PP"
1240,Consumer,Present,63,Branch Generated,"$2,234.00",15,"$1,451.67",$793.30,Personal Property,$508.85,"$1,302.15",668,178,"$3,000.00","$1,347.15",5/18/2017,$115.00,68.44,73.59,,",PP"
1243,Consumer,Present,67,Branch Generated,"$1,100.00",15,"$1,251.67",$416.29,Personal Property,$703.67,"$1,119.96",600,247,"$2,000.00","$1,164.96",5/19/2017,$100.00,32.09,33.27,RENT HOME,",PP"
1244,Consumer,New,61,Customer Referral,$735.00,9,$582.47,$517.66,Personal Property,$0.00,$517.66,513,326,$500.00,$562.66,5/19/2017,$75.00,44.9,55.1,RENT HOME,",PP"
1245,Consumer,Present,65,Branch Generated,"$1,247.00",12,"$1,078.64",$635.62,Personal Property,$333.44,$969.06,621,200,"$2,500.00","$1,014.06",5/19/2017,$105.00,56.38,64.8,BUY HOME,",PP"
1246,Consumer,Present,61,Branch Generated,$735.00,12,$969.55,$525.34,Personal Property,$343.67,$869.01,596,298,"$2,000.00",$914.01,5/19/2017,$95.00,65.03,66.12,RENT APT,",PP"
1247,Consumer,Present,40,Branch Generated,"$2,600.00",18,"$1,704.13",$636.87,Personal Property,$801.85,"$1,438.72",550,161,"$2,000.00","$1,483.72",5/19/2017,$115.00,29.19,33.62,,",PP"
1248,Consumer,Present,34,Branch Generated,"$1,600.00",18,"$1,469.35",$769.45,Personal Property,$370.67,"$1,140.12",523,184,"$1,500.00","$1,293.12",5/19/2017,$100.00,31.81,32.5,OWN HOME,",PP"
1249,Consumer,New,22,Customer Referral,"$3,271.67",15,"$1,318.33","$1,013.78",Personal Property,$0.00,"$1,013.78",612,304,"$1,000.00","$1,166.78",5/22/2017,$105.00,20.78,23.99,,",PP"
1251,Consumer,New,40,Customer Referral,$856.00,12,$594.78,$525.33,Personal Property,$0.00,$525.33,536,205,"$1,000.00",$570.33,5/22/2017,$60.00,35.05,42.06,RENT HOME,",PP"
1252,Consumer,Former,81,Branch Generated,"$2,218.00",12,$860.46,$775.88,Personal Property,$0.00,$775.88,598,101,"$1,500.00",$820.88,5/22/2017,$85.00,47.34,51.17,BUY HOME,",PP"
1253,Consumer,Former,68,Branch Generated,$903.00,12,$860.46,$768.96,Personal Property,$0.00,$768.96,657,384,"$2,000.00",$813.96,5/22/2017,$85.00,38.76,48.17,RENT HOME,",PP"
1254,Consumer,New,62,Prospect List/Mailer,"$1,349.00",24,"$2,915.26","$2,514.41",Personal Property,$0.00,"$2,514.41",682,363,"$4,000.00","$2,667.41",5/22/2017,$166.00,61.6,73.91,,",PP"
1255,Consumer,Present,41,Branch Generated,$653.00,15,"$1,385.00",$516.75,Personal Property,$616.67,"$1,133.42",573,213,"$1,500.00","$1,286.42",5/22/2017,$110.00,11.79,28.64,OTHER,",PP"
1256,Consumer,Present,21,Branch Generated,"$1,067.26",12,$699.13,$550.63,Personal Property,$41.00,$591.63,532,229,"$1,500.00",$636.63,5/22/2017,$70.00,0,6.56,OWN HOME,",PP"
1258,Consumer,Present,59,Branch Generated,"$1,213.33",18,"$1,469.35",$144.09,Personal Property,$985.00,"$1,129.09",616,187,"$1,000.00","$1,282.09",5/22/2017,$100.00,77.14,77.39,LIVE WITH PARENTS,",PP"
1259,Consumer,Present,63,Branch Generated,"$1,227.00",12,$915.00,$455.31,Personal Property,$255.67,$710.98,596,281,"$1,000.00",$863.98,5/23/2017,$90.00,82.07,82.15,RENT HOME,",PP"
1260,Consumer,Present,55,Branch Generated,"$1,906.67",15,"$1,345.00",$508.45,Personal Property,$636.50,"$1,144.95",562,215,"$1,000.00","$1,189.95",5/23/2017,$107.00,32.78,33.3,,",PP"
1261,Consumer,New,24,Customer Referral,"$1,402.00",9,$582.47,$521.23,Personal Property,$0.00,$521.23,586,286,"$1,000.00",$566.23,5/24/2017,$75.00,5.63,10.98,LIVE WITH PARENTS,",PP"
1262,Consumer,New,57,Customer Referral,"$1,233.00",9,$703.82,$629.68,Personal Property,$0.00,$629.68,617,201,$500.00,$674.68,5/23/2017,$90.00,51.09,58.39,,",PP"
1263,Consumer,New,61,Customer Referral,"$2,042.69",15,"$1,118.33",$890.51,Personal Property,$0.00,$890.51,623,281,"$2,500.00","$1,043.51",5/24/2017,$90.00,13.32,17.72,OWN HOME,",PP"
1264,Consumer,Present,70,Prescreen Offer,"$4,239.00",18,"$1,860.65",$839.23,Personal Property,$829.77,"$1,669.00",610,161,"$2,000.00","$1,714.00",5/24/2017,$125.00,53.9,54.23,BUY HOME,",PP"
1265,Consumer,Present,49,Branch Generated,"$2,816.67",18,"$1,391.09",$524.75,Personal Property,$537.50,"$1,062.25",599,214,"$1,500.00","$1,215.25",5/25/2017,$95.00,38.77,39.05,BUY HOME,",PP"
1266,Consumer,New,54,Prescreen Offer,"$3,058.00",12,"$1,024.09",$768.57,Personal Property,$0.00,$768.57,566,103,"$1,500.00",$921.57,5/25/2017,$100.00,50.65,53.92,LIVE WITH PARENTS,",PP"
1267,Consumer,Present,50,Branch Generated,"$8,233.33",18,"$2,138.66","$1,149.65",Motor Vehicle,$328.44,"$1,478.09",528,110,"$1,500.00","$1,518.09",5/26/2017,$152.00,18.53,19.48,BUY HOME,"1998 LEXUS VIN: JT8BD68S8W0007436 ,MV"
1268,Consumer,New,45,Prescreen Offer,"$4,766.67",12,"$1,133.18","$1,018.82",Personal Property,$0.00,"$1,018.82",606,166,"$2,000.00","$1,063.82",5/30/2017,$110.00,18.46,20.77,RENT APT,",PP"
1269,Consumer,New,39,Customer Referral,"$2,641.58",12,"$1,296.82","$1,008.64",Personal Property,$0.00,"$1,008.64",615,240,"$1,500.00","$1,161.64",5/26/2017,$125.00,20.03,24.76,LIVE WITH PARENTS,",PP"
1271,Consumer,Present,90,Branch Generated,"$1,788.00",12,"$1,078.64",$195.85,Personal Property,$801.85,$997.70,574,281,$500.00,"$1,022.70",5/30/2017,$105.00,70.19,69.85,,",PP"
1272,Consumer,Former,58,Branch Generated,"$2,845.22",12,"$1,351.36",$517.76,Personal Property,$646.50,"$1,164.26",629,156,"$1,000.00","$1,209.26",5/30/2017,$130.00,52.86,54.37,,",PP"
1273,Consumer,Former,60,Branch Generated,"$2,361.66",18,"$1,782.39","$1,397.54",Personal Property,$0.00,"$1,397.54",625,220,"$2,000.00","$1,550.54",5/30/2017,$120.00,38.66,37.6,RENT HOME,",PP"
1274,Consumer,Present,60,Prescreen Offer,"$1,158.50",12,$699.13,$346.20,Personal Property,$274.67,$620.87,546,162,"$1,000.00",$665.87,5/30/2017,$70.00,56.71,62.75,,",PP"
1276,Consumer,Present,65,Branch Generated,$988.00,15,"$1,118.33",$559.18,Personal Property,$331.33,$890.51,597,177,"$1,500.00","$1,043.51",5/30/2017,$90.00,45.14,45.24,OWN HOME,",PP"
1277,Consumer,Present,61,Branch Generated,"$1,074.41",12,$915.00,$347.46,Part Sec PRI PP,$479.50,$826.96,669,285,"$3,000.00",$871.96,5/30/2017,$90.00,46.07,54.45,OTHER,",PART SEC PRI PP"
1278,Consumer,Present,31,Branch Generated,"$1,430.00",15,$985.00,$423.77,Personal Property,$408.44,$832.21,570,315,"$1,500.00",$877.21,5/31/2017,$80.00,39.37,44.97,,",PP"
1270,Consumer,Present,73,Branch Generated,"$3,613.76",12,$805.91,$283.79,Personal Property,$441.67,$725.46,551,165,"$1,000.00",$770.46,6/14/2017,$80.00,11.04,10.85,RENT APT,",PP"
1275,Consumer,Present,46,Branch Generated,"$10,805.30",18,"$2,612.32","$1,539.68",Part Sec PRI PP,$888.23,"$2,427.91",643,157,"$2,000.00","$2,479.35",6/2/2017,$185.00,36.23,35.89,OTHER,",PART SEC PRI PP"
1279,Consumer,New,32,Customer Referral,"$1,797.25",15,"$1,318.33","$1,013.31",Personal Property,$0.00,"$1,013.31",582,155,"$1,000.00","$1,172.97",6/16/2017,$105.00,58.26,58.14,OWN HOME,",PP"
1281,Consumer,Present,60,Branch Generated,$755.00,18,"$1,782.39",$543.32,Personal Property,$940.77,"$1,484.09",604,131,"$1,500.00","$1,641.35",6/1/2017,$120.00,29.27,30.46,OWN HOME,",PP"
1282,Consumer,New,22,Walk In,"$1,451.67",12,$699.13,$513.06,Personal Property,$0.00,$513.06,0,306,$500.00,$666.06,6/1/2017,$70.00,0,4.82,LIVE WITH PARENTS,",PP"
1284,Consumer,Former,60,Prescreen Offer,"$6,600.00",18,"$2,353.96","$2,001.23",Personal Property,$0.00,"$2,001.23",716,177,"$2,500.00","$1,912.75",6/2/2017,$167.00,74.56,77.09,BUY HOME,",PP"
1285,Consumer,Present,50,Branch Generated,"$1,628.10",15,"$1,518.33",$552.40,Personal Property,$635.23,"$1,187.63",544,177,"$1,000.00","$1,340.63",6/2/2017,$120.00,55.71,63.08,RENT HOME,",PP"
1286,Consumer,Present,63,Branch Generated,$735.00,15,$985.00,$506.89,Personal Property,$392.50,$899.39,567,222,"$1,500.00",$944.39,6/5/2017,$80.00,12.24,23.13,OWN HOME,",PP"
1287,Consumer,Present,66,Branch Generated,"$1,007.00",15,"$1,451.67",$441.49,Personal Property,$860.54,"$1,302.03",646,190,"$2,500.00","$1,349.73",6/2/2017,$115.00,34.26,45.68,LIVE WITH PARENTS,",PP"
1288,Consumer,Present,60,Branch Generated,"$1,515.00",15,"$1,131.67",$520.23,Personal Property,$392.50,$912.73,602,355,"$1,500.00","$1,065.73",6/2/2017,$91.00,27,33,OTHER,",PP"
1289,Consumer,Present,29,Branch Generated,"$1,300.00",15,"$1,185.00",$502.54,Personal Property,$395.44,$897.98,607,235,"$1,500.00",$950.98,6/2/2017,$95.00,47.15,54.46,RENT HOME,",PP"
1290,Consumer,Present,65,Branch Generated,"$1,427.00",24,"$2,181.97","$1,344.80",Personal Property,$619.85,"$1,964.65",618,250,"$2,000.00","$1,947.21",6/2/2017,$125.00,61.95,56.13,OWN HOME,",PP"
1292,Consumer,Former,30,Branch Generated,"$1,590.90",9,$622.92,$531.71,Personal Property,$0.00,$531.71,616,292,"$1,500.00",$576.71,6/5/2017,$80.00,15.34,15.34,OWN HOME,",PP"
1293,Consumer,Present,77,Branch Generated,$735.00,18,"$1,704.13",$855.37,Personal Property,$696.67,"$1,552.04",644,241,"$1,500.00","$1,597.04",6/5/2017,$115.00,47.21,49.66,RENT HOME,",PP"
1294,Consumer,Present,22,Branch Generated,"$1,159.17",18,"$1,312.82",$445.73,Personal Property,$549.00,$994.73,550,303,"$1,000.00","$1,147.73",6/9/2017,$90.00,24.67,24.07,OTHER,",PP"
1295,Consumer,Present,32,Branch Generated,$755.00,18,"$1,782.39",$790.56,Personal Property,$801.85,"$1,592.41",648,229,"$1,500.00","$1,637.41",6/6/2017,$120.00,57.22,46.09,LIVE WITH PARENTS,",PP"
1296,Consumer,Present,67,Branch Generated,$641.40,12,"$1,187.73",$511.15,Personal Property,$450.00,$961.15,611,230,"$1,000.00","$1,114.15",6/5/2017,$115.00,103.06,105.86,RENT HOME,",PP"
1297,Consumer,Former,70,Branch Generated,"$1,014.00",12,$699.13,$529.70,Personal Property,$97.00,$626.70,554,329,$500.00,$671.70,6/6/2017,$70.00,25.44,22.78,,",PP"
1298,Consumer,New,28,Customer Referral,"$1,360.19",9,$622.92,$531.71,Personal Property,$0.00,$531.71,529,65,$500.00,$576.71,6/8/2017,$80.00,26.17,32.05,OTHER,",PP"
1300,Consumer,Present,60,Branch Generated,"$2,816.67",9,$995.23,$492.09,Personal Property,$406.67,$898.76,592,212,"$1,020.00",$943.76,6/9/2017,$125.00,25.31,29.75,,",PP"
1301,Consumer,New,23,Customer Referral,"$1,148.90",6,$401.86,$339.93,Personal Property,$0.00,$339.93,540,243,$500.00,$383.79,6/12/2017,$75.00,28.03,34.55,LIVE WITH PARENTS,",PP"
1302,Consumer,Present,27,Branch Generated,"$1,704.23",12,"$1,242.27",$449.27,Personal Property,$619.50,"$1,068.77",584,238,"$1,000.00","$1,113.77",6/12/2017,$120.00,53.57,54.92,BUY HOME,",PP"
1303,Consumer,Former,55,Branch Generated,"$1,983.15",18,"$2,181.72",$528.41,Motor Vehicle&Personal Property,$981.72,"$1,510.13",0,295,"$1,500.00","$1,550.13",6/12/2017,$155.00,4.84,7.82,OWN HOME,"2001 HONDA VIN: 1HGEM21911L2415 ,MV + PP"
