acct_num,loan_type,cust_type,age,tot_income,tern,balance,net_due,security_code,bal_after_ref,net_due_renewed,fico,bni,cr_limit,agg_net_bal,date_opened,pmt,dti,is_bad
1,1,1,43,"$3,048.80",15,$985.00,$886.89,10,$0.00,$886.89,0,318,$0.00,$933.89,3/21/2017,$80.00,45.62,0
1039,1,1,50,"$1,841.88",18,"$2,540.55","$2,170.99",10,$0.00,"$2,170.99",597,180,"$1,500.00","$2,215.99",3/24/2017,$180.00,64.96,0
1040,1,1,57,"$1,470.00",12,$860.46,$607.71,10,$168.17,$775.88,635,235,"$2,125.00",$820.88,3/27/2017,$85.00,44.35,0
1041,1,1,47,$682.39,12,"$1,187.73",$330.12,10,$690.67,"$1,020.79",481,221,$0.00,"$1,065.79",3/23/2017,$115.00,72.54,0
1042,2,1,64,"$2,106.00",24,"$3,300.83","$3,041.39",10,$0.00,"$3,041.39",680,335,"$3,000.00","$3,441.38",3/23/2017,$165.00,46.01,0
1043,1,1,37,"$1,435.44",12,"$1,351.36",$426.71,10,$737.85,"$1,164.56",448,190,"$1,500.00","$1,209.56",3/23/2017,$130.00,119.75,0
1044,1,1,35,"$2,691.00",9,$622.92,$531.68,10,$0.00,$531.68,623,231,"$2,125.00",$576.68,3/23/2017,$80.00,39.32,0
1045,1,1,55,$871.00,12,$751.36,$326.30,10,$348.67,$674.97,593,242,"$1,000.00",$645.97,3/24/2017,$75.00,37.77,0
1046,1,1,56,"$2,318.33",15,"$1,145.00",$338.69,10,$632.50,$971.19,524,77,"$1,000.00",$520.67,3/24/2017,$92.00,59.31,0
1047,1,1,72,"$1,346.80",9,$582.47,$217.13,10,$303.99,$521.12,619,290,"$1,020.00",$566.12,3/28/2017,$75.00,9.95,0
1048,1,1,23,"$2,911.50",12,"$1,078.64",$308.29,10,$616.67,$924.96,656,362,"$5,950.00",$969.96,3/27/2017,$105.00,13.05,0
1049,1,2,61,"$1,087.00",9,$574.38,$299.71,10,$210.33,$510.04,602,218,"$1,020.00",$555.04,3/27/2017,$74.00,66.15,0
1050,1,1,54,"$2,474.33",9,$590.56,$169.64,10,$333.33,$502.97,551,139,$500.00,$547.97,3/27/2017,$76.00,46.48,0
1051,1,1,66,"$3,370.00",12,$805.91,$718.94,10,$0.00,$718.94,647,190,"$3,060.00",$763.94,3/27/2017,$80.00,50.33,0
1052,1,1,38,"$1,140.00",6,$429.77,$364.94,10,$0.00,$364.94,530,285,$500.00,$409.27,3/27/2017,$80.00,13.95,0
1053,1,2,66,"$2,357.38",12,"$1,133.18",$521.57,10,$497.50,"$1,019.07",631,190,"$1,224.00","$1,064.07",3/27/2017,$110.00,48.78,0
1054,1,2,75,"$2,886.77",12,"$1,296.82",$814.82,10,$256.44,"$1,071.26",670,197,"$3,060.00","$1,224.26",3/28/2017,$125.00,59.03,0
1055,1,2,54,"$1,839.31",15,"$1,198.33",$249.31,10,$768.00,"$1,017.31",0,255,"$1,500.00","$1,062.31",3/28/2017,$96.00,5.27,0
1056,1,2,25,$495.99,9,$428.76,$209.12,10,$94.57,$303.69,0,318,$500.00,$419.96,3/29/2017,$56.00,70.36,0
1057,1,2,65,"$3,280.50",18,"$2,253.48","$1,112.66",10,$816.23,"$1,928.89",553,96,"$2,000.00","$1,973.89",3/28/2017,$160.00,21.46,0
1059,1,2,69,$723.00,12,$991.36,$117.88,10,$771.00,$888.88,643,218,$500.00,$933.88,3/30/2017,$97.00,64.32,0
1060,1,2,38,"$2,943.03",18,"$2,253.48","$1,007.19",11,$823.38,"$1,830.57",580,329,"$1,224.00","$2,016.07",3/29/2017,$160.00,19.47,0
1062,1,3,47,"$1,895.92",6,$429.77,$364.94,10,$0.00,$364.94,632,191,"$1,020.00",$409.27,3/30/2017,$80.00,17.99,0
1063,1,2,61,"$1,480.00",12,$646.96,$438.39,10,$134.71,$573.10,562,327,$425.00,$618.10,3/30/2017,$65.00,15.07,0
1064,1,1,38,$678.56,9,$622.92,$531.68,10,$0.00,$531.68,592,209,$500.00,$576.68,3/30/2017,$80.00,0,0
1066,1,3,54,$892.67,9,$622.92,$531.59,10,$0.00,$531.59,619,347,$500.00,$576.59,3/31/2017,$80.00,42.23,0
1067,1,1,38,"$3,683.33",15,"$1,518.33",$323.82,10,$971.54,"$1,295.36",491,110,"$1,000.00","$1,340.36",3/31/2017,$120.00,23.67,0
1065,1,2,42,"$1,222.00",15,"$1,185.00",$509.78,10,$549.50,"$1,059.28",625,303,"$2,125.00","$1,104.28",4/3/2017,$95.00,14.48,0
1068,1,1,72,$808.77,12,$915.00,$570.71,10,$255.67,$826.38,668,315,$500.00,$871.38,4/3/2017,$90.00,22.75,0
1069,1,2,52,"$1,053.00",18,"$1,782.39",$509.87,10,"$1,082.54","$1,592.41",623,235,"$2,125.00","$1,637.41",4/3/2017,$120.00,51.85,0
1070,1,1,60,"$1,464.10",9,$663.37,$157.25,10,$410.33,$567.58,661,317,"$7,140.00",$612.58,4/3/2017,$85.00,26.36,0
1071,1,2,54,$695.00,15,"$1,665.00",$711.21,10,$801.85,"$1,513.06",585,314,"$1,000.00","$1,558.06",4/3/2017,$131.00,37.27,0
1072,1,2,52,"$1,030.00",15,"$1,518.33",$474.72,10,$888.23,"$1,362.95",596,294,"$1,500.00","$1,407.95",4/4/2017,$120.00,49.42,0
1073,1,2,59,"$1,882.83",12,$860.46,$384.63,10,$348.67,$733.30,630,74,"$1,000.00",$778.30,4/4/2017,$85.00,66.28,0
1074,1,2,49,$871.00,9,$501.57,$328.00,10,$115.00,$443.00,570,174,$500.00,$488.00,4/4/2017,$65.00,60.28,0
1075,1,2,25,"$1,625.00",9,$703.82,$521.47,10,$82.00,$603.47,477,161,$500.00,$648.47,4/4/2017,$90.00,39.14,0
1076,1,2,42,$878.00,12,"$1,242.27",$147.63,10,$971.54,"$1,119.17",610,157,"$1,000.00","$1,164.17",4/4/2017,$120.00,48.86,0
1077,1,2,53,"$1,671.32",30,"$3,746.53","$2,780.29",10,$668.00,"$3,448.29",623,335,"$3,000.00","$3,527.16",4/4/2017,$182.00,14.54,0
1078,1,2,70,"$1,330.00",12,"$1,351.36",$389.16,10,$840.85,"$1,230.01",599,191,"$1,000.00","$1,275.01",4/4/2017,$130.00,51.88,0
1079,1,2,50,$806.00,12,"$1,144.09",$116.27,10,$912.85,"$1,029.12",566,214,"$1,000.00","$1,074.12",4/4/2017,$111.00,82.38,0
1080,1,2,36,"$3,342.70",12,"$1,155.00",$367.37,10,$681.00,"$1,048.37",526,118,"$1,000.00","$1,093.37",4/4/2017,$112.00,35.21,0
1081,1,2,74,"$1,596.00",18,"$1,672.83",$513.93,10,$999.23,"$1,513.16",597,114,"$1,000.00","$1,558.16",4/5/2017,$113.00,77.57,0
1082,1,1,62,"$1,232.08",9,$566.29,$506.23,10,$0.00,$506.23,630,183,"$1,000.00",$551.23,4/5/2017,$73.00,40.01,0
1083,1,2,37,$216.67,9,$380.22,$70.99,10,$259.99,$330.98,471,272,$0.00,$372.50,4/5/2017,$50.00,122.31,0
1084,1,2,23,$650.00,15,$467.37,$192.57,10,$190.57,$383.14,647,341,$500.00,$428.14,4/6/2017,$40.00,59.85,0
1086,1,3,31,"$2,058.33",9,$703.82,$603.47,10,$0.00,$603.47,514,144,$500.00,$648.47,4/6/2017,$90.00,61.7,0
1087,1,2,82,"$2,381.00",15,"$1,651.67",$529.24,10,$971.54,"$1,500.78",636,257,"$2,000.00","$1,545.78",4/6/2017,$130.00,42.04,0
1088,1,2,65,"$1,454.16",15,"$1,251.67",$318.17,10,$801.85,"$1,120.02",599,166,"$1,000.00","$1,165.02",4/6/2017,$100.00,47.52,0
1089,1,2,34,"$1,500.00",15,"$1,051.67",$154.66,10,$793.67,$948.33,519,149,$500.00,$993.33,4/6/2017,$85.00,7.6,0
1090,1,2,65,"$1,116.00",6,$373.95,$310.06,10,$17.44,$327.50,587,193,"$1,224.00",$368.67,4/7/2017,$70.00,48.48,0
1091,1,2,46,"$1,241.91",12,"$1,024.09",$424.16,10,$495.22,$919.38,504,112,$500.00,$964.38,4/7/2017,$100.00,41.31,0
1092,1,3,66,"$1,100.00",24,"$2,450.25","$2,197.06",10,$0.00,"$2,197.06",676,301,"$3,000.00","$2,242.06",4/10/2017,$140.00,73.45,0
1093,1,2,69,"$2,482.70",15,"$1,185.00",$362.61,10,$696.67,"$1,059.28",542,81,"$1,000.00","$1,104.28",4/7/2017,$95.00,27.04,0
1094,1,2,44,$649.08,9,$420.67,$309.32,10,$59.00,$368.32,648,332,$500.00,$412.13,4/7/2017,$55.00,30.66,0
1095,1,2,33,"$1,265.12",12,$646.96,$504.91,10,$41.00,$545.91,0,316,$500.00,$590.91,4/10/2017,$65.00,19.05,0
1096,1,2,49,"$1,059.00",15,"$1,451.67",$510.44,10,$801.85,"$1,312.29",611,286,"$1,000.00","$1,357.29",4/7/2017,$115.00,74.88,0
1097,1,3,35,$815.00,15,"$1,985.00",$829.84,10,$958.23,"$1,788.07",576,297,"$1,000.00","$1,833.07",4/7/2017,$155.00,20.37,0
1099,1,2,23,$755.00,12,"$1,351.36",$324.55,10,$842.50,"$1,167.05",650,301,"$1,000.00","$1,212.05",4/10/2017,$130.00,51.79,0
1100,1,2,34,"$1,874.47",12,$594.78,$324.73,10,$175.43,$500.16,495,111,$500.00,$545.16,4/11/2017,$60.00,60.5,0
1101,1,1,30,"$1,733.33",6,$429.77,$364.96,10,$0.00,$364.96,616,298,$500.00,$409.29,4/11/2017,$80.00,10.96,0
1102,1,3,66,"$1,955.00",12,$860.46,$769.00,10,$0.00,$769.00,635,224,"$1,000.00",$814.00,4/10/2017,$85.00,56.21,0
1103,1,2,52,"$2,066.82",21,"$2,136.37",$696.85,10,"$1,082.54","$1,779.39",532,164,"$2,000.00","$1,824.39",4/11/2017,$135.00,67.59,0
1104,1,1,44,"$5,200.00",24,"$5,240.31","$2,512.01",10,$999.23,"$3,511.24",573,164,"$3,000.00","$3,552.74",4/11/2017,$296.00,16.15,0
1105,1,2,54,$661.50,9,$542.02,$365.35,10,$115.00,$480.35,0,322,$500.00,$525.35,4/11/2017,$70.00,6.2,0
1106,1,2,56,$735.00,12,$542.61,$302.09,10,$175.43,$477.52,581,287,$500.00,$522.52,4/11/2017,$55.00,40.68,0
1107,1,2,69,$903.00,15,"$1,451.67",$500.37,10,$801.85,"$1,302.22",597,313,"$1,000.00","$1,347.22",4/13/2017,$115.00,67.33,0
1109,1,2,61,"$1,028.00",15,$918.33,$82.86,10,$733.50,$816.36,675,167,$500.00,$861.36,4/14/2017,$75.00,147.08,0
1111,1,2,38,$956.44,15,"$1,318.33",$146.90,10,"$1,033.85","$1,180.75",501,153,"$1,000.00","$1,225.75",4/13/2017,$105.00,53.85,0
1112,1,3,22,$813.45,15,$851.67,$755.63,10,$0.00,$755.63,650,323,"$1,000.00",$800.63,4/13/2017,$70.00,38.97,0
1113,1,3,37,"$1,191.67",12,"$1,351.36",$479.96,10,$703.67,"$1,183.63",585,313,"$1,000.00","$1,228.63",4/13/2017,$130.00,15.1,0
1114,1,2,37,"$1,401.00",12,$805.91,$320.98,10,$289.99,$610.97,540,190,$500.00,$763.97,4/14/2017,$80.00,4.64,0
1115,1,1,62,$971.00,9,$582.47,$517.69,10,$0.00,$517.69,504,171,$500.00,$562.69,4/17/2017,$75.00,48.2,0
1116,1,2,67,"$1,313.00",15,"$1,451.67",$718.37,10,$583.85,"$1,302.22",644,264,"$1,000.00","$1,347.22",4/14/2017,$115.00,16.91,0
1117,1,3,34,"$1,534.00",12,"$1,296.82",$406.58,10,$713.50,"$1,120.08",562,231,"$1,500.00","$1,165.08",4/14/2017,$125.00,35.4,0
1118,1,2,57,$579.00,15,"$1,451.67",$16.68,10,"$1,123.54","$1,140.22",537,318,$500.00,"$1,347.22",4/14/2017,$115.00,19.17,0
1120,1,2,29,"$1,320.50",12,$594.78,$240.03,10,$285.33,$525.36,507,59,$500.00,$570.36,4/14/2017,$60.00,30.06,0
1121,1,2,60,"$2,049.76",12,"$1,187.73",$449.30,10,$619.85,"$1,069.15",591,179,"$1,500.00","$1,114.15",4/17/2017,$115.00,38.44,0
1122,1,2,70,"$1,436.00",15,"$1,118.33",$519.06,10,$479.50,$998.56,550,175,"$1,000.00","$1,043.56",4/17/2017,$90.00,57.03,0
1123,1,1,20,"$1,269.67",15,"$1,118.33",$948.07,10,$0.00,$948.07,618,280,"$1,000.00",$993.07,4/17/2017,$90.00,17.09,0
1124,1,1,60,"$1,044.00",15,$785.00,$622.77,10,$0.00,$622.77,0,306,"$1,000.00",$742.04,4/17/2017,$65.00,0,0
1126,1,3,56,$733.00,15,$918.33,$512.37,10,$303.99,$816.36,560,309,"$1,000.00",$861.36,4/17/2017,$75.00,24.97,0
1127,1,2,61,$723.00,12,$751.36,$517.45,10,$79.33,$596.78,0,324,$500.00,$715.97,4/18/2017,$75.00,40.25,0
1128,1,2,55,$754.00,15,"$1,265.00",$443.33,10,$616.50,"$1,059.83",565,188,"$1,000.00","$1,181.67",4/18/2017,$101.00,82.89,0
1129,1,2,35,"$1,447.34",15,"$1,385.00",$504.90,10,$566.50,"$1,071.40",566,134,"$1,500.00","$1,229.60",4/18/2017,$110.00,24.87,0
1130,1,3,67,"$1,138.00",15,"$1,251.67","$1,011.75",10,$0.00,"$1,011.75",610,286,"$1,500.00","$1,168.75",4/19/2017,$100.00,21.18,0
1131,1,2,61,"$1,043.01",12,$805.91,$520.88,10,$164.49,$685.37,586,302,"$1,000.00",$730.37,4/18/2017,$80.00,22.05,0
1132,1,2,26,"$4,907.50",15,"$1,185.00",$633.80,10,$311.33,$945.13,569,300,"$1,000.00","$1,101.96",4/19/2017,$95.00,22.82,0
1133,1,2,63,$750.00,9,$542.02,$290.27,10,$82.00,$372.27,0,322,$500.00,$526.05,4/20/2017,$70.00,5.47,0
1134,1,1,64,"$5,400.00",15,"$1,251.67","$1,011.75",10,$0.00,"$1,011.75",593,139,"$1,500.00","$1,168.75",4/19/2017,$100.00,3.24,0
1135,1,1,46,"$2,600.00",12,$751.36,$529.45,10,$0.00,$529.45,564,147,$500.00,$682.45,4/21/2017,$75.00,24,0
1136,1,1,37,"$2,339.78",12,"$1,024.09",$769.07,10,$0.00,$769.07,523,207,"$1,000.00",$922.07,4/20/2017,$100.00,2.99,0
1137,1,2,78,$979.00,15,"$1,585.00",$523.45,10,$922.85,"$1,446.30",555,119,"$1,000.00","$1,493.23",4/20/2017,$125.00,11.34,0
1139,1,2,60,"$1,200.00",18,"$1,547.61",$732.17,10,$647.54,"$1,379.71",529,230,"$1,000.00","$1,428.50",4/20/2017,$105.00,72.17,0
1140,1,2,56,"$1,300.00",18,"$1,469.35","$1,127.04",10,$110.00,"$1,237.04",649,373,"$2,000.00","$1,282.95",4/21/2017,$100.00,35.85,0
1141,1,2,25,"$1,997.97",15,"$1,331.67",$113.08,10,"$1,020.23","$1,133.31",495,112,$500.00,"$1,179.15",4/21/2017,$106.00,83.23,0
1142,1,2,55,$773.00,15,$918.33,$563.39,10,$144.44,$707.83,576,139,$500.00,$860.83,4/21/2017,$75.00,36.74,0
1143,1,2,62,$845.00,12,$751.36,$501.74,10,$135.71,$637.45,590,256,"$1,000.00",$682.45,4/21/2017,$75.00,34.91,0
1144,1,2,72,"$1,230.06",12,"$1,242.27",$416.19,10,$712.38,"$1,128.57",638,184,"$1,000.00","$1,173.57",4/24/2017,$120.00,61.14,0
1145,1,2,41,"$3,250.00",24,"$3,952.59","$2,202.96",11,$211.33,"$2,414.29",585,153,"$2,000.00","$2,562.29",4/24/2017,$224.00,53.69,0
1146,1,2,48,$735.00,12,"$1,078.64",$427.79,10,$549.50,$977.29,0,352,"$1,000.00","$1,022.29",4/24/2017,$105.00,11.84,0
1147,1,2,53,$755.00,15,$918.33,$534.58,10,$173.42,$708.00,641,303,"$1,500.00",$861.00,4/24/2017,$75.00,59.47,0
1148,1,2,38,"$2,018.64",18,"$1,845.00",$541.01,10,$922.85,"$1,463.86",621,217,"$1,500.00","$1,616.86",4/25/2017,$124.00,56.42,0
1150,1,1,35,$986.00,9,$622.92,$531.50,10,$0.00,$531.50,551,210,$500.00,$576.50,4/26/2017,$80.00,8.82,0
1151,1,1,21,"$1,408.33",15,"$1,318.33","$1,013.31",10,$0.00,"$1,013.31",631,258,"$2,500.00","$1,166.31",4/24/2017,$105.00,42.18,0
1153,1,2,64,$759.70,24,"$3,523.35","$2,178.35",10,$801.85,"$2,980.20",679,341,"$3,000.00","$2,825.20",4/25/2017,$200.00,38.44,0
1154,1,3,30,$918.13,12,$594.78,$500.16,10,$0.00,$500.16,663,299,$500.00,$545.16,4/26/2017,$60.00,66.77,0
1155,2,2,52,"$7,433.85",24,"$4,650.28","$3,040.56",10,$971.54,"$4,012.10",736,207,"$5,000.00","$4,057.10",4/25/2017,$235.00,56.62,0
1156,1,1,71,$708.00,12,$751.36,$560.95,10,$0.00,$560.95,636,203,"$1,000.00",$713.95,4/26/2017,$75.00,9.89,0
1157,1,2,37,"$4,983.33",18,"$2,095.44",$649.28,10,"$1,051.77","$1,701.05",599,151,"$1,000.00","$1,854.05",4/27/2017,$140.00,28.01,0
1158,1,3,63,$755.00,12,$805.91,$123.42,10,$492.44,$615.86,545,258,$500.00,$768.86,4/28/2017,$80.00,32.45,0
1159,1,2,55,$735.00,15,"$1,518.33",$567.02,10,$696.67,"$1,263.69",557,281,$500.00,"$1,416.69",4/27/2017,$120.00,45.44,0
1160,1,1,62,$880.00,9,$582.47,$517.48,10,$0.00,$517.48,780,465,"$3,000.00",$562.48,4/28/2017,$75.00,14.77,0
1161,1,2,40,"$2,166.67",15,"$1,585.00",$535.74,10,$709.38,"$1,245.12",602,78,$500.00,"$1,398.12",4/27/2017,$125.00,69.14,0
1162,1,2,61,$757.70,15,"$1,051.67",$549.75,10,$240.33,$790.08,504,151,$500.00,$943.08,4/27/2017,$85.00,69.16,0
1163,1,1,69,$938.00,12,"$1,133.18","$1,019.12",10,$0.00,"$1,019.12",615,228,"$1,000.00","$1,064.12",4/27/2017,$110.00,41.15,0
1164,1,2,47,"$1,640.00",15,$985.00,$547.19,10,$284.67,$831.86,522,211,$500.00,$876.86,4/28/2017,$80.00,35,0
1165,1,1,39,"$3,327.35",12,"$1,187.73",$912.42,10,$0.00,$912.42,561,258,"$1,000.00","$1,065.42",4/28/2017,$115.00,38.56,0
1167,1,2,55,"$2,166.67",12,$805.91,$540.64,10,$144.44,$685.08,553,314,$500.00,$730.08,4/28/2017,$80.00,18.18,0
1169,1,2,28,"$1,820.00",15,"$1,118.33",$102.55,10,$773.17,$875.72,455,197,$500.00,$992.72,4/29/2017,$90.00,39.4,0
1170,1,2,61,$731.00,15,"$1,385.00",$231.63,10,"$1,009.85","$1,241.48",558,313,$500.00,"$1,286.48",4/28/2017,$110.00,35.57,0
1171,1,2,40,"$1,367.50",15,$971.67,$109.63,10,$603.00,$712.63,499,172,$500.00,$865.63,4/29/2017,$79.00,69.1,0
1098,1,2,52,$735.00,12,"$1,242.27",$414.39,10,$712.38,"$1,126.77",582,126,"$1,000.00","$1,171.77",5/4/2017,$120.00,67.89,0
1166,1,2,67,"$1,123.00",15,"$1,131.67",$505.21,10,$397.44,$902.65,534,183,$500.00,"$1,055.65",5/5/2017,$91.00,48.98,0
1168,1,2,56,$735.00,15,"$1,451.67",$206.13,10,$999.23,"$1,205.36",545,222,"$1,000.00","$1,360.16",5/3/2017,$115.00,74.01,0
1172,1,2,57,$783.00,18,"$1,625.87",$318.98,10,"$1,051.77","$1,370.75",544,200,$500.00,"$1,525.73",5/3/2017,$110.00,32.31,0
1173,1,2,26,"$2,057.14",18,"$1,625.87",$606.76,10,$674.85,"$1,281.61",625,310,"$1,500.00",$0.00,5/1/2017,$110.00,37.33,0
1174,2,1,55,"$2,296.67",24,"$4,108.07","$3,658.64",10,$0.00,"$3,658.64",675,156,"$3,000.00","$3,705.60",5/1/2017,$207.00,37.49,0
1175,1,1,38,"$3,217.59",12,$594.78,$500.10,10,$0.00,$500.10,585,320,"$1,000.00",$545.53,5/1/2017,$60.00,10.94,0
1176,1,1,42,$815.53,9,$744.27,$531.29,10,$0.00,$531.29,0,295,$500.00,$684.83,5/1/2017,$95.00,0,0
1177,1,2,48,$961.28,12,"$1,024.09",$513.90,10,$261.22,$775.12,540,94,$500.00,$930.17,5/2/2017,$100.00,69.28,0
1178,1,2,32,"$1,365.00",12,$646.96,$241.81,10,$303.99,$545.80,587,320,"$1,000.00",$539.01,5/2/2017,$65.00,4.76,0
1179,1,2,24,"$1,305.33",15,"$1,185.00",$229.52,10,$793.67,"$1,023.19",0,321,$500.00,"$1,068.19",5/2/2017,$95.00,36.93,0
1180,1,2,65,"$2,090.00",15,"$1,385.00",$275.56,10,$860.54,"$1,136.10",533,195,$500.00,"$1,289.10",5/3/2017,$110.00,20.38,0
1181,1,2,38,"$1,440.00",12,$915.00,$398.08,11,$185.71,$583.79,511,182,$500.00,$733.05,5/3/2017,$90.00,3.75,0
1182,1,2,68,"$3,439.67",18,"$1,625.87","$1,052.07",10,$211.44,"$1,263.51",648,149,"$2,000.00","$1,335.81",5/3/2017,$110.00,13.34,0
1184,1,1,53,"$2,166.67",12,$751.36,$531.48,10,$0.00,$531.48,0,310,$500.00,$685.58,5/3/2017,$75.00,0,0
1185,1,2,69,$735.00,15,$656.84,$505.43,10,$79.33,$584.76,615,318,"$1,000.00",$629.76,5/3/2017,$55.00,5.58,0
1187,1,1,52,"$2,434.90",9,$703.82,$520.34,10,$0.00,$520.34,635,215,$500.00,$673.34,5/4/2017,$90.00,0,0
1188,1,2,54,"$2,639.50",12,"$1,133.18",$333.49,10,$690.84,"$1,024.33",603,155,"$1,000.00","$1,069.33",5/5/2017,$110.00,46.83,0
1189,1,3,45,"$1,230.67",9,$744.27,$531.29,10,$0.00,$531.29,575,315,"$1,000.00",$684.83,5/4/2017,$95.00,20.72,0
1190,1,1,62,$735.00,12,"$1,187.73","$1,075.85",10,$0.00,"$1,075.85",689,438,"$2,000.00","$1,120.85",5/4/2017,$115.00,54.42,0
1191,1,2,65,"$1,062.00",21,"$2,152.55","$1,001.35",10,$971.54,"$1,972.89",677,300,"$4,000.00","$2,017.89",5/5/2017,$136.00,44.35,0
1192,1,2,35,"$1,150.00",15,"$1,318.33",$530.02,10,$650.67,"$1,180.69",555,276,"$1,500.00","$1,225.69",5/5/2017,$105.00,54.7,0
1193,1,1,45,"$2,166.67",15,"$1,051.67",$783.10,10,$0.00,$783.10,648,244,"$2,000.00",$936.10,5/8/2017,$85.00,21.6,0
1194,1,2,33,"$1,854.67",15,"$1,358.33",$509.03,10,$539.50,"$1,048.53",567,126,$500.00,"$1,201.53",5/5/2017,$108.00,20.22,0
1195,1,2,49,$998.00,15,"$1,185.00",$457.55,10,$493.67,$951.22,656,373,"$2,500.00","$1,104.22",5/8/2017,$95.00,50.3,0
1196,1,1,33,"$2,758.43",21,"$2,298.21","$1,862.05",10,$0.00,"$1,862.05",650,331,"$3,000.00","$2,015.05",5/8/2017,$145.00,3.63,0
1197,1,2,78,"$1,203.00",15,"$1,318.33",$314.80,10,$771.00,"$1,085.80",0,0,$500.00,"$1,238.80",5/8/2017,$105.00,28.76,0
1198,1,2,52,$735.00,15,"$1,251.67",$120.73,10,$999.23,"$1,119.96",598,164,"$1,000.00","$1,164.96",5/8/2017,$100.00,97.14,0
1199,1,2,56,"$2,408.38",15,"$1,118.33",$513.25,10,$434.77,$948.02,514,169,$500.00,$918.16,5/8/2017,$90.00,14.99,0
1200,1,1,29,"$1,735.18",9,$744.27,$531.32,10,$0.00,$531.32,597,192,"$1,500.00",$684.32,5/8/2017,$95.00,21.5,0
1201,1,1,75,"$1,499.00",12,$805.91,$617.43,10,$0.00,$617.43,609,163,"$2,000.00",$770.43,5/8/2017,$80.00,41.29,0
1202,1,1,42,"$2,340.00",21,"$2,460.06","$1,961.73",10,$0.00,"$1,961.73",659,267,"$2,500.00","$2,114.73",5/8/2017,$155.00,53.8,1
1203,1,2,64,"$3,007.00",12,"$1,242.27",$509.16,10,$612.33,"$1,121.49",623,201,"$1,500.00","$1,166.49",5/8/2017,$120.00,60.69,0
1204,1,2,70,"$2,050.99",15,$985.00,$402.82,10,$474.22,$877.04,551,278,$500.00,$922.04,5/8/2017,$80.00,30.91,0
1205,1,2,33,$910.00,18,"$1,704.13",$514.87,10,$923.85,"$1,438.72",552,266,"$1,000.00","$1,483.72",5/8/2017,$115.00,38.46,0
1206,1,1,28,"$2,816.67",21,"$2,298.21","$1,852.14",10,$0.00,"$1,852.14",629,108,"$2,000.00","$2,005.14",5/8/2017,$145.00,47.64,0
1207,1,2,61,"$2,600.00",18,"$1,704.13","$1,228.51",10,$111.00,"$1,339.51",696,328,"$4,000.00","$1,492.51",5/9/2017,$115.00,47.81,0
1208,1,2,64,"$1,520.83",12,$751.36,$594.91,10,$74.00,$668.91,550,258,"$1,000.00",$713.91,5/9/2017,$75.00,34.39,0
1209,1,2,30,"$2,600.00",12,$805.91,$398.06,10,$330.50,$728.56,526,178,$500.00,$773.56,5/10/2017,$80.00,14.96,0
1210,1,2,66,"$5,729.66",12,"$1,078.64",$745.56,10,$223.50,$969.06,589,141,"$2,000.00","$1,014.06",5/9/2017,$105.00,21.15,0
1211,1,2,61,"$2,816.67",15,"$1,078.33",$87.75,10,$753.50,$841.25,493,159,"$1,500.00",$958.25,5/12/2017,$87.00,64.86,0
1212,1,3,64,"$2,218.00",12,"$1,187.73","$1,069.09",10,$0.00,"$1,069.09",578,251,"$1,500.00","$1,114.09",5/9/2017,$115.00,38.37,0
1213,1,3,63,$774.00,9,$582.47,$517.66,10,$0.00,$517.66,571,310,"$1,500.00",$562.66,5/9/2017,$75.00,12.4,0
1214,2,1,29,"$2,426.67",36,"$3,786.34","$3,176.95",10,$0.00,"$3,176.95",674,301,"$5,000.00","$3,221.95",5/9/2017,$140.00,35.48,0
1215,1,3,82,"$3,793.00",15,"$1,451.67","$1,316.56",10,$0.00,"$1,316.56",628,108,"$2,000.00","$1,361.56",5/10/2017,$115.00,42.89,0
1216,1,1,67,$822.00,9,$582.47,$517.66,10,$0.00,$517.66,693,176,"$3,000.00",$562.66,5/10/2017,$75.00,44.77,0
1217,1,2,52,"$1,529.73",12,$860.46,$375.77,10,$249.49,$625.26,583,181,"$1,000.00",$778.26,5/10/2017,$85.00,52.1,0
1218,1,1,56,$755.00,12,$699.13,$513.03,10,$0.00,$513.03,0,284,$500.00,"$1,572.43",5/10/2017,$70.00,0,0
1219,1,2,29,"$1,861.19",18,"$1,547.61",$810.79,10,$395.22,"$1,206.01",622,309,"$2,500.00","$1,359.01",5/10/2017,$105.00,19.66,0
1220,1,2,64,$760.00,12,"$1,024.09",$555.02,10,$256.00,$811.02,622,286,"$1,500.00",$964.02,5/12/2017,$100.00,38.03,0
1221,1,1,61,"$1,114.00",12,$699.13,$513.03,10,$0.00,$513.03,0,324,$500.00,$666.03,5/11/2017,$70.00,6.64,0
1222,1,1,51,"$1,901.00",12,$594.78,$500.13,10,$0.00,$500.13,534,274,"$1,000.00",$545.13,5/12/2017,$60.00,25.25,0
1223,1,2,77,$971.00,18,"$1,391.09",$930.95,10,$222.00,"$1,152.95",621,146,"$2,000.00","$1,305.95",5/19/2017,$95.00,54.17,0
1224,1,2,54,"$2,881.67",15,"$1,918.33","$1,050.88",10,$484.23,"$1,535.11",647,218,"$3,000.00","$1,688.11",5/11/2017,$150.00,5.34,0
1225,1,2,36,"$2,067.54",15,"$1,451.67",$513.13,10,$616.50,"$1,129.63",575,220,"$1,500.00","$1,282.63",5/11/2017,$115.00,43.82,0
1226,1,2,53,$850.00,15,"$1,385.00",$685.76,10,$385.39,"$1,071.15",602,227,"$1,000.00","$1,231.94",5/11/2017,$110.00,28.94,0
