acct_num,loan_type,cust_type,age,tot_income,tern,balance,net_due,security_code,bal_after_ref,net_due_renewed,fico,bni,cr_limit,agg_net_bal,date_opened,pmt,dti,is_bad
2255,1,2,60,"$1,376.87",21,"$2,379.13","$1,022.20",10,"$1,108.48","$2,130.68",672,241,"$3,000.00","$2,175.68",3/27/2018,$150.00,60.64,0
2256,70,1,62,"$2,383.33",60,"$4,243.21","$4,243.21",10,$0.00,"$4,243.21",636,317,"$4,000.00","$4,243.21",3/27/2018,$122.06,29.96,0
2257,15,3,30,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",3/28/2018,$125.32,0.00,0
2258,1,2,66,"$1,517.15",18,"$2,017.18",$677.14,10,"$1,127.61","$1,804.75",627,221,"$2,500.00","$1,849.75",3/28/2018,$135.00,23.99,1
2259,1,2,83,$706.00,9,$752.44,$508.95,10,$170.04,$678.99,0,0,"$1,000.00",$723.99,3/30/2018,$96.00,28.47,0
2260,1,2,68,"$1,889.47",15,"$1,518.33",$458.10,10,$904.78,"$1,362.88",666,196,"$3,000.00","$1,407.88",3/29/2018,$120.00,56.79,0
2261,1,2,76,"$2,288.41",24,"$2,807.95","$2,000.95",10,$566.07,"$2,567.02",681,196,"$3,500.00","$2,612.02",3/29/2018,$160.00,57.03,0
2262,1,2,52,"$1,554.00",18,"$1,938.91","$1,050.06",10,$683.88,"$1,733.94",610,242,"$2,000.00","$1,778.94",3/29/2018,$130.00,45.30,0
2263,1,2,64,"$2,273.52",18,"$1,391.09","$1,031.93",10,$206.36,"$1,238.29",648,193,"$3,000.00","$1,283.29",3/29/2018,$95.00,54.37,0
2265,1,2,81,"$2,118.03",15,"$1,051.67",$573.76,10,$158.57,$732.33,644,122,"$2,500.00",$993.33,4/3/2018,$85.00,44.33,0
2266,1,2,43,"$6,166.86",24,"$2,629.10","$1,013.53",10,$960.41,"$1,973.94",577,156,"$1,000.00","$2,234.94",4/3/2018,$150.00,24.62,0
2267,15,3,39,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,$932.72,4/3/2018,$125.32,0.00,0
2268,15,3,27,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,419.94",4/3/2018,$125.32,0.00,0
2269,1,2,75,"$3,533.13",21,"$2,298.21",$818.30,10,"$1,268.03","$2,086.33",657,280,"$5,000.00","$2,131.33",4/3/2018,$145.00,26.97,0
2270,1,2,56,"$1,744.00",24,"$2,897.37","$1,737.27",10,$652.36,"$2,389.63",623,298,"$2,500.00","$2,650.63",4/3/2018,$165.00,27.52,0
2271,1,2,36,"$3,380.00",24,"$2,253.51","$1,509.57",10,$203.86,"$1,713.43",619,262,"$1,500.00","$1,902.43",4/3/2018,$129.00,13.61,0
2272,15,2,76,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,605.69",4/4/2018,$125.32,0.00,0
2273,15,3,54,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/4/2018,$125.32,0.00,0
2274,15,3,46,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/4/2018,$125.32,0.00,0
2275,15,3,61,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/4/2018,$125.32,0.00,0
2277,15,3,24,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/5/2018,$125.32,0.00,0
2278,2,3,61,"$8,335.50",36,"$3,131.68","$3,011.68",15,$0.00,"$3,011.68",674,195,"$4,000.00","$3,036.68",4/5/2018,$115.00,50.28,0
2279,15,3,47,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/6/2018,$125.32,0.00,0
2280,15,3,71,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/6/2018,$125.32,0.00,0
2281,1,3,49,"$1,076.00",30,"$3,076.76","$1,083.37",10,"$1,435.69","$2,519.06",658,288,"$5,000.00","$2,780.06",4/6/2018,$150.00,47.43,0
2282,1,2,38,"$2,776.00",36,"$4,169.46","$1,892.77",10,"$1,448.79","$3,341.56",654,238,"$3,500.00","$3,386.56",4/6/2018,$180.00,52.92,0
2283,1,2,40,"$1,950.00",21,"$1,767.13",$514.13,10,$743.92,"$1,258.05",574,164,$500.00,"$1,519.05",4/6/2018,$105.00,42.51,0
2284,1,2,51,"$5,749.56",36,"$3,509.89","$1,001.45",10,"$1,573.74","$2,575.19",565,117,$500.00,"$2,836.19",4/10/2018,$152.00,56.60,1
2285,15,3,66,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/9/2018,$125.32,0.00,0
2286,15,3,26,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/9/2018,$125.32,0.00,0
2287,15,3,25,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/9/2018,$125.32,0.00,0
2288,15,3,57,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/10/2018,$125.32,0.00,0
2289,15,3,67,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/10/2018,$125.32,0.00,0
2290,15,3,56,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/10/2018,$125.32,0.00,0
2291,15,3,39,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/10/2018,$125.32,0.00,0
2292,15,3,72,$0.00,30,"$3,620.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$4,609.10",4/11/2018,$175.83,0.00,1
2293,1,2,59,"$1,155.42",18,"$2,111.09",$513.38,10,"$1,159.31","$1,672.69",578,283,"$1,000.00","$1,948.44",4/12/2018,$141.00,25.36,0
2294,15,3,47,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/12/2018,$125.32,0.00,0
2295,1,2,67,"$1,165.00",15,"$1,318.33",$525.77,10,$510.98,"$1,036.75",646,228,"$1,500.00","$1,133.24",4/12/2018,$105.00,67.04,0
2297,15,3,35,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/13/2018,$125.32,0.00,0
2298,1,2,57,"$1,808.56",24,"$2,539.67","$1,535.34",10,$359.42,"$1,894.76",556,240,"$1,000.00","$2,155.76",4/13/2018,$145.00,43.24,0
2300,15,3,28,$0.00,18,"$2,370.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$2,275.00",4/16/2018,$163.41,0.00,0
2301,15,3,74,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/16/2018,$125.32,0.00,0
2302,1,2,62,"$2,004.00",30,"$2,658.15","$1,027.20",10,"$1,317.65","$2,344.85",628,209,"$3,000.00","$2,389.85",4/16/2018,$130.00,59.73,0
2303,1,2,56,$613.14,18,"$1,688.48",$504.23,10,$705.13,"$1,209.36",650,373,"$1,000.00","$1,470.36",4/17/2018,$114.00,16.31,0
2304,15,3,35,$0.00,15,"$1,060.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,025.00",4/17/2018,$83.68,0.00,0
2305,15,3,58,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/17/2018,$125.32,0.00,0
2308,1,1,67,"$1,156.00",9,$703.82,$629.71,10,$0.00,$629.71,608,228,"$1,500.00",$674.71,4/18/2018,$90.00,42.47,0
2309,15,3,59,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/18/2018,$125.32,0.00,0
2310,15,3,29,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/18/2018,$125.32,0.00,0
2311,15,3,67,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/19/2018,$125.32,0.00,0
2312,15,3,61,$0.00,18,"$2,370.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$2,275.00",4/19/2018,$163.41,0.00,0
2313,1,2,54,"$1,616.96",24,"$2,271.40",$807.42,10,$849.85,"$1,657.27",649,204,"$3,500.00","$1,918.27",4/20/2018,$130.00,42.49,0
2314,1,2,53,"$2,816.80",24,"$2,486.02","$1,011.59",10,$835.67,"$1,847.26",687,310,"$7,000.00","$2,108.26",4/20/2018,$142.00,30.23,0
2315,70,1,20,"$1,213.33",48,"$3,648.33","$3,648.33",11,$0.00,"$3,648.33",0,299,"$3,000.00","$3,648.33",4/20/2018,$118.94,37.09,0
2316,1,3,67,$770.00,18,"$1,375.44","$1,008.20",10,$0.00,"$1,008.20",643,317,"$1,000.00","$1,269.20",4/20/2018,$94.00,0.00,0
2317,1,1,23,"$1,057.31",9,$869.65,$534.73,10,$0.00,$534.73,575,339,$500.00,$795.73,4/20/2018,$110.00,3.03,0
2318,15,3,43,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/23/2018,$125.32,0.00,0
2320,1,2,39,"$1,917.50",24,"$3,344.50","$1,437.82",10,"$1,313.45","$2,751.27",622,213,"$3,000.00","$2,868.27",4/24/2018,$190.00,47.72,1
2321,1,1,60,"$4,025.49",21,"$2,053.09","$1,500.77",10,$0.00,"$1,500.77",659,286,"$5,000.00","$1,761.77",4/24/2018,$121.00,27.50,0
2322,1,3,44,"$1,563.97",24,"$2,897.37","$1,694.72",10,$0.00,"$1,694.72",601,273,"$1,500.00","$1,970.72",4/25/2018,$165.00,0.00,0
2323,1,2,57,$911.60,24,"$2,450.25","$1,025.95",10,$940.86,"$1,966.81",643,274,"$1,000.00","$2,227.81",4/25/2018,$140.00,30.82,0
2324,1,2,50,"$1,018.00",15,"$1,585.00",$531.65,10,$892.02,"$1,423.67",643,361,"$6,000.00","$1,468.67",4/25/2018,$125.00,12.77,0
2325,70,1,51,"$6,000.00",36,"$3,971.96","$3,971.96",10,$0.00,"$3,971.96",643,248,"$4,000.00","$3,971.96",4/30/2018,$155.83,30.48,0
2327,1,2,57,"$3,730.22",21,"$2,460.06","$1,525.81",10,$328.04,"$1,853.85",581,142,"$1,000.00","$2,114.85",4/26/2018,$155.00,9.38,0
2328,1,2,38,"$2,326.67",15,"$1,398.33",$201.90,10,$835.73,"$1,037.63",534,84,$500.00,"$1,298.63",4/27/2018,$111.00,45.64,0
2330,70,1,39,"$6,153.33",36,"$2,978.90","$2,978.90",10,$0.00,"$2,978.90",601,161,"$1,500.00","$2,980.86",4/26/2018,$116.87,45.47,0
2331,70,1,59,"$2,800.00",48,"$5,000.00","$5,000.00",11,$0.00,"$5,000.00",694,260,"$5,000.00","$5,003.29",4/26/2018,$163.00,24.75,0
2333,15,3,65,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",4/30/2018,$125.32,0.00,0
2332,70,1,62,"$2,866.67",36,"$3,348.90","$3,348.90",10,$0.00,"$3,348.90",654,316,"$5,000.00","$3,362.11",5/18/2018,$131.38,2.44,0
2335,70,1,24,"$2,800.00",60,"$7,419.83","$7,419.83",10,$0.00,"$7,419.83",639,381,"$5,000.00","$7,316.19",5/1/2018,$213.45,58.93,0
2336,1,2,66,"$2,170.00",24,"$2,360.82",$742.34,10,"$1,355.78","$2,098.12",607,167,"$1,500.00","$2,143.12",5/3/2018,$135.00,26.68,0
2337,1,2,79,"$1,227.00",24,"$2,539.67",$511.98,10,"$1,796.83","$2,308.81",670,266,"$5,000.00","$2,353.81",5/3/2018,$145.00,40.42,0
2338,1,2,49,"$1,254.04",21,"$2,217.29","$1,152.40",10,$387.23,"$1,539.63",517,183,"$1,000.00","$1,800.63",5/3/2018,$140.00,41.63,1
2339,1,2,66,"$1,421.87",24,"$2,825.83",$773.69,10,"$1,548.16","$2,321.85",654,250,"$3,000.00","$2,582.85",5/3/2018,$161.00,38.33,0
2340,1,2,24,$778.00,24,"$2,181.97",$990.64,10,$938.18,"$1,928.82",658,282,"$1,000.00","$1,977.41",5/3/2018,$125.00,44.34,0
2341,70,1,53,"$2,136.33",18,$974.99,$974.99,10,$0.00,$974.99,585,195,"$1,000.00",$974.99,5/3/2018,$65.02,23.73,1
2342,15,3,33,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",5/4/2018,$125.32,0.00,0
2343,1,2,64,"$1,284.00",30,"$3,306.99","$1,773.31",10,$879.35,"$2,652.66",644,232,"$3,000.00","$2,856.66",5/4/2018,$161.00,70.25,0
2344,70,1,45,"$2,785.21",18,"$1,650.00","$1,650.00",10,$0.00,"$1,650.00",643,165,"$3,000.00","$1,650.00",5/4/2018,$110.05,52.53,0
2345,1,2,67,"$2,203.25",18,"$2,111.09","$1,506.40",10,$167.32,"$1,673.72",580,263,"$1,500.00","$1,934.72",5/8/2018,$141.00,33.63,0
2347,1,2,91,$0.00,15,"$1,251.67","$1,032.15",10,$100.27,"$1,132.42",631,281,$0.00,"$1,178.22",5/7/2018,$100.00,75.34,0
2348,1,3,78,"$2,380.95",15,"$1,651.67","$1,284.71",10,$0.00,"$1,284.71",732,350,"$10,000.00","$1,545.71",5/7/2018,$130.00,26.63,0
2349,70,1,62,"$1,836.00",18,$604.99,$604.99,10,$0.00,$604.99,651,279,"$3,000.00",$605.39,5/7/2018,$40.35,40.41,0
2350,1,2,57,"$2,023.63",21,"$2,460.06","$1,024.82",10,$828.91,"$1,853.73",642,362,"$6,000.00","$2,114.73",5/7/2018,$155.00,11.71,0
2351,15,3,62,$0.00,18,"$2,370.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$2,275.00",5/8/2018,$163.41,0.00,0
2352,15,3,63,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",5/8/2018,$125.32,0.00,0
2353,15,3,64,$0.00,18,"$2,370.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$2,275.00",5/8/2018,$163.41,0.00,0
2354,1,2,59,$734.00,24,"$2,271.40","$1,046.86",10,$858.70,"$1,905.56",671,279,"$1,000.00","$2,058.56",5/10/2018,$130.00,34.74,0
2355,1,2,41,$740.00,18,"$1,907.61",$502.94,10,$986.68,"$1,489.62",517,238,$500.00,"$1,750.62",5/8/2018,$128.00,15.54,0
2356,15,3,37,$0.00,18,"$2,370.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$2,275.00",5/9/2018,$163.41,0.00,0
2357,1,2,71,"$1,014.00",15,"$1,651.67",$522.86,10,$961.48,"$1,484.34",641,373,"$1,500.00","$1,529.34",5/9/2018,$130.00,10.85,0
2361,1,2,39,"$4,026.62",24,"$2,271.40","$1,134.88",10,$522.28,"$1,657.16",547,121,$0.00,"$1,933.10",5/10/2018,$130.00,48.70,0
2362,1,2,34,"$2,959.04",24,"$3,165.65","$1,513.19",10,$935.60,"$2,448.79",620,242,"$3,000.00","$2,709.79",5/11/2018,$180.00,5.14,0
2363,1,1,48,"$3,621.57",15,"$1,785.00","$1,518.41",10,$0.00,"$1,518.41",508,159,$500.00,"$1,563.41",5/10/2018,$140.00,47.30,0
2364,1,2,25,"$2,162.79",18,"$1,625.87",$941.28,10,$214.23,"$1,155.51",624,305,"$2,000.00",$207.37,5/11/2018,$110.00,30.33,0
2365,70,1,20,"$2,100.00",24,"$1,700.00","$1,700.00",10,$0.00,"$1,700.00",688,329,"$2,000.00","$1,704.08",5/10/2018,$88.12,22.81,0
2367,1,2,59,"$1,433.31",36,"$4,310.80","$1,000.29",10,"$2,351.00","$3,351.29",677,277,"$5,000.00","$3,504.29",5/11/2018,$186.00,38.02,0
2369,1,1,55,$777.00,9,$647.19,$505.41,10,$0.00,$505.41,691,308,$500.00,$622.41,5/11/2018,$83.00,3.86,0
2371,15,3,27,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,"$1,000.00","$1,532.72",5/14/2018,$125.32,0.00,0
2372,1,2,73,"$1,097.00",18,"$1,938.91","$1,059.78",10,$697.16,"$1,756.94",658,305,"$5,000.00","$1,801.94",5/15/2018,$130.00,19.60,0
2373,1,2,54,"$1,746.34",24,"$2,450.25","$1,240.12",10,$603.35,"$1,843.47",567,147,$500.00,"$2,104.47",5/16/2018,$140.00,50.73,0
2374,70,1,28,"$2,519.00",12,$879.99,$879.99,10,$0.00,$879.99,0,0,$500.00,$879.99,5/22/2018,$83.20,45.14,0
2375,1,2,46,"$4,323.80",24,"$2,897.37","$1,254.48",10,"$1,064.81","$2,319.29",622,204,"$3,000.00","$2,472.29",5/15/2018,$165.00,45.35,0
2376,1,2,66,"$1,820.41",18,"$1,860.65","$1,007.04",10,$656.10,"$1,663.14",601,171,"$1,500.00","$1,708.14",5/17/2018,$125.00,23.18,0
2377,1,2,60,$585.00,18,"$1,234.56",$468.64,10,$628.03,"$1,096.67",571,320,"$1,000.00","$1,141.67",5/15/2018,$85.00,17.44,0
2378,1,2,45,"$1,796.21",21,"$2,217.29",$546.18,10,"$1,197.71","$1,743.89",587,268,"$1,000.00","$2,425.30",5/16/2018,$140.00,44.71,0
2379,1,2,72,"$1,062.00",18,"$1,860.65","$1,013.34",10,$563.88,"$1,577.22",578,281,"$1,000.00","$1,730.22",5/16/2018,$125.00,29.94,0
2380,1,2,55,"$2,805.92",18,"$1,531.96","$1,004.34",10,$177.59,"$1,181.93",524,152,"$1,000.00","$1,334.93",5/17/2018,$104.00,47.44,0
2381,1,2,53,"$1,613.86",18,"$1,782.39",$532.93,10,$756.99,"$1,289.92",622,263,"$2,500.00","$1,550.92",5/17/2018,$120.00,12.33,0
2382,1,2,49,"$2,951.15",30,"$3,181.41","$1,050.35",10,"$1,333.35","$2,383.70",570,125,"$1,000.00","$2,647.31",5/18/2018,$155.00,61.57,0
2384,15,3,59,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,"$1,000.00","$1,525.00",5/18/2018,$125.32,0.00,0
2385,1,2,61,$940.00,18,"$1,860.65",$512.54,10,$934.60,"$1,447.14",663,283,$500.00,"$1,708.14",5/18/2018,$125.00,28.62,0
2386,1,2,54,"$1,177.00",24,"$3,255.07",$535.07,10,"$2,192.67","$2,727.74",667,293,"$5,100.00","$2,988.74",5/18/2018,$185.00,44.10,0
2387,1,2,58,$816.00,18,"$1,625.87",$511.30,10,$723.41,"$1,234.71",642,343,"$1,000.00","$1,495.71",5/18/2018,$110.00,12.38,0
2388,1,2,59,"$1,893.00",30,"$3,181.41","$1,192.74",10,"$1,423.72","$2,616.46",668,285,"$4,250.00","$2,877.46",5/21/2018,$155.00,40.94,0
2389,1,1,34,"$1,931.80",9,$869.65,$534.69,10,$0.00,$534.69,0,347,$500.00,$795.69,5/21/2018,$110.00,0.00,0
2390,15,3,71,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,$0.00,"$1,525.00",5/22/2018,$125.32,0.00,1
2391,1,1,68,"$1,953.70",15,"$1,385.00","$1,025.42",10,$0.00,"$1,025.42",600,75,$425.00,"$1,286.42",5/22/2018,$110.00,77.34,0
2392,1,2,40,"$2,927.47",15,"$1,478.33",$509.23,10,$535.57,"$1,044.80",560,161,$500.00,"$1,305.80",5/22/2018,$117.00,25.65,0
2394,15,3,51,$0.00,18,"$2,370.00",$0.00,15,$0.00,$0.00,0,0,"$2,000.00","$2,288.51",5/23/2018,$163.41,0.00,0
2395,15,3,95,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,"$1,000.00","$3,821.23",5/23/2018,$125.32,0.00,0
2396,15,3,95,$0.00,18,"$2,370.00",$0.00,15,$0.00,$0.00,0,0,"$1,000.00","$3,821.23",5/23/2018,$163.41,0.00,0
2397,15,3,39,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,"$1,000.00","$1,532.72",5/23/2018,$125.32,0.00,1
2398,1,2,67,"$1,204.00",24,"$2,289.28","$1,015.83",10,"$1,014.64","$2,030.47",643,240,"$3,500.00","$2,075.47",5/25/2018,$131.00,58.60,0
2399,1,2,61,"$5,200.00",24,"$2,271.40","$1,212.59",10,$588.57,"$1,801.16",612,223,"$1,500.00","$1,918.16",5/24/2018,$130.00,23.62,1
2401,15,3,76,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,"$1,500.00","$1,525.00",5/25/2018,$125.32,0.00,0
2402,15,3,55,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,"$1,000.00","$1,530.79",5/25/2018,$125.32,0.00,0
2403,15,3,44,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,"$1,500.00","$1,530.79",5/25/2018,$125.32,0.00,1
2404,1,1,62,"$2,320.00",24,"$2,539.67","$2,030.46",10,$0.00,"$2,030.46",678,342,"$6,000.00","$2,291.46",5/25/2018,$145.00,61.64,0
2405,1,2,79,$998.00,21,"$2,379.13",$836.08,10,"$1,112.39","$1,948.47",555,173,"$1,000.00","$2,209.47",5/25/2018,$150.00,34.07,0
2406,1,3,49,"$4,130.97",15,"$1,451.67","$1,021.63",10,$0.00,"$1,021.63",661,216,"$4,500.00","$1,282.63",5/25/2018,$115.00,51.56,0
2407,15,3,56,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,"$1,500.00","$1,396.77",5/29/2018,$125.32,0.00,0
2408,1,2,68,"$1,155.00",21,"$2,217.29",$504.18,10,"$1,472.37","$1,976.55",623,282,"$2,500.00","$2,021.55",5/29/2018,$140.00,31.86,0
2409,1,2,39,"$1,776.67",21,"$2,379.13",$307.79,10,"$1,473.33","$1,781.12",522,130,$0.00,"$2,042.12",5/29/2018,$150.00,51.73,0
2470,1,2,55,"$1,571.68",15,$918.33,$548.77,10,$9.46,$558.23,676,325,"$7,000.00",$819.23,7/5/2018,$75.00,19.41,0
2473,15,3,67,$0.00,18,"$2,370.00",$0.00,15,$0.00,$0.00,0,0,"$1,500.00","$2,157.54",7/2/2018,$163.41,0.00,0
2474,15,3,47,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,"$1,500.00","$1,525.96",7/2/2018,$125.32,0.00,0
2477,1,2,25,"$1,895.53",9,$869.65,$513.46,10,$237.07,$750.53,618,299,"$1,000.00",$386.71,7/2/2018,$110.00,35.45,0
2478,15,3,57,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,"$1,500.00","$1,527.89",7/3/2018,$125.32,0.00,0
2479,1,2,55,"$3,624.10",21,"$2,217.29",$297.83,10,"$1,462.72","$1,760.55",560,135,$500.00,"$2,021.55",7/5/2018,$140.00,36.81,0
2480,1,2,42,$670.00,24,"$2,181.97",$784.36,10,$964.36,"$1,748.72",584,240,"$1,000.00","$1,979.10",7/3/2018,$125.00,29.40,0
2481,1,2,43,"$1,616.33",24,"$2,718.52",$767.24,10,"$1,501.38","$2,268.62",600,271,"$1,500.00","$2,320.32",7/3/2018,$155.00,44.98,0
2482,15,3,59,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,"$1,500.00","$1,525.00",7/5/2018,$125.32,0.00,0
2483,15,3,59,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,"$1,500.00","$1,525.00",7/5/2018,$125.32,0.00,0
2484,1,2,60,$938.00,18,"$1,312.82",$518.00,10,$433.47,$951.47,596,340,"$1,000.00","$1,212.47",7/5/2018,$90.00,41.26,0
2485,1,2,67,$755.00,21,"$1,856.49",$449.19,10,"$1,018.58","$1,467.77",581,313,"$1,000.00","$1,692.77",7/5/2018,$110.00,27.81,0
2486,1,2,68,"$1,889.47",18,"$1,938.91",$641.06,10,"$1,092.88","$1,733.94",683,188,"$3,000.00","$1,671.81",7/6/2018,$130.00,59.38,0
2487,15,2,50,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,"$1,500.00","$1,548.16",7/6/2018,$125.32,0.00,0
2488,70,1,43,"$4,500.00",36,"$3,500.00","$3,500.00",10,$0.00,"$3,500.00",646,295,"$5,000.00","$3,511.51",7/13/2018,$137.31,8.22,0
2489,1,2,50,"$2,997.50",9,$869.65,$534.69,10,$0.00,$534.69,641,213,"$2,000.00",$795.69,7/6/2018,$110.00,44.24,0
2490,1,2,23,"$1,485.94",15,"$1,585.00","$1,064.85",10,$108.62,"$1,173.47",607,206,"$1,500.00","$1,398.47",7/6/2018,$125.00,61.38,0
2491,1,2,79,"$1,227.00",24,"$2,843.72",$314.55,10,"$2,286.89","$2,601.44",665,266,"$3,000.00","$2,646.44",7/9/2018,$162.00,40.18,1
2492,1,2,55,$948.00,30,"$3,076.76","$1,214.44",10,"$1,520.47","$2,734.91",681,263,"$1,500.00","$2,779.91",7/9/2018,$150.00,60.02,0
2493,70,1,31,"$2,500.00",18,"$1,198.98","$1,198.98",10,$0.00,"$1,198.98",597,221,"$1,500.00","$1,198.98",7/13/2018,$79.96,35.44,0
2494,70,1,30,"$1,600.00",18,"$1,514.98","$1,514.98",10,$0.00,"$1,514.98",641,325,"$5,000.00","$1,514.98",7/13/2018,$101.04,3.56,1
2495,70,1,21,"$5,370.00",18,"$1,804.90",$0.00,10,$0.00,$0.00,0,352,"$1,000.00","$1,804.90",7/10/2018,$120.39,22.05,0
2496,15,1,58,$0.00,12,$995.34,$0.00,15,$0.00,$0.00,0,0,"$2,500.00",$964.00,7/11/2018,$94.30,0.00,1
2497,15,1,77,$0.00,12,$995.34,$0.00,15,$0.00,$0.00,0,0,"$1,000.00",$964.00,7/11/2018,$94.30,0.00,0
2498,15,1,56,$0.00,18,"$2,220.00",$0.00,15,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",7/11/2018,$152.65,0.00,0
2499,15,1,54,$0.00,12,$995.34,$0.00,15,$0.00,$0.00,0,0,"$2,500.00",$964.00,7/11/2018,$94.30,0.00,0
2500,15,1,51,$0.00,12,$995.34,$0.00,15,$0.00,$0.00,0,0,"$1,500.00",$964.00,7/12/2018,$94.30,0.00,0
2501,15,1,64,$0.00,12,$995.34,$0.00,15,$0.00,$0.00,0,0,"$1,500.00",$964.00,7/12/2018,$94.30,0.00,0
2502,15,1,62,$0.00,18,"$2,220.00",$0.00,15,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",7/12/2018,$152.65,0.00,0
2503,15,1,60,$0.00,12,$995.34,$0.00,15,$0.00,$0.00,0,0,"$1,500.00",$964.00,7/12/2018,$94.30,0.00,0
2504,15,1,77,$0.00,12,$995.34,$0.00,15,$0.00,$0.00,0,0,"$1,500.00",$964.00,7/12/2018,$94.30,0.00,0
2505,15,3,62,$0.00,15,"$1,590.00",$0.00,15,$0.00,$0.00,0,0,"$2,000.00","$1,525.00",7/12/2018,$125.32,0.00,0
2506,15,1,56,$0.00,12,$995.34,$0.00,15,$0.00,$0.00,0,0,"$1,500.00",$964.00,7/12/2018,$94.30,0.00,0
2507,15,1,48,$0.00,12,$995.34,$0.00,15,$0.00,$0.00,0,0,"$1,500.00",$964.00,7/12/2018,$94.30,0.00,0
2508,15,1,76,$0.00,18,"$2,220.00",$0.00,15,$0.00,$0.00,0,0,"$3,000.00","$2,125.00",7/12/2018,$152.65,0.00,0
2509,15,1,36,$0.00,12,$995.34,$0.00,15,$0.00,$0.00,0,0,"$1,500.00",$964.00,7/12/2018,$94.30,0.00,1
2510,15,1,29,$0.00,18,"$2,220.00",$0.00,15,$0.00,$0.00,0,0,"$3,000.00","$2,125.00",7/12/2018,$152.65,0.00,0
